1566400985174146	140	6	1
1566400985179909	192	157	0
1566400985180045	87	179	1
1566400985182301	87	179	1
1566400985183121	153	143	0
1566400985183340	165	45	1
1566400985183579	87	179	1
1566400985186218	140	6	1
1566400985186543	130	93	1
1566400985186701	87	179	0
1566400985187050	116	157	1
1566400985188442	87	179	1
1566400985189697	157	28	1
1566400985189878	87	179	1
1566400985192822	124	121	0
1566400985193161	128	96	0
1566400985195742	165	45	0
1566400985195752	87	179	0
1566400985196983	124	121	1
1566400985197109	87	179	1
1566400985200625	147	14	0
1566400985203093	239	2	1
1566400985206057	239	2	1
1566400985209353	170	85	1
1566400985209403	87	179	0
1566400985210213	239	2	0
1566400985210543	128	114	0
1566400985213706	220	153	0
1566400985214466	87	179	0
1566400985214620	186	150	1
1566400985217170	87	179	1
1566400985217737	220	153	1
1566400985219737	87	179	0
1566400985219841	239	2	0
1566400985222798	149	76	0
1566400985223120	176	116	1
1566400985223516	128	114	1
1566400985223950	87	179	1
1566400985226406	239	2	0
1566400985226905	87	179	0
1566400985226945	121	9	1
1566400985227237	157	28	0
1566400985228068	138	103	1
1566400985228538	121	9	1
1566400985228555	239	2	0
1566400985228752	93	33	1
1566400985231174	93	33	1
1566400985231279	121	9	1
1566400985231420	166	77	0
1566400985232276	87	179	0
1566400985232307	146	15	1
1566400985233216	124	121	0
1566400985235917	139	32	0
1566400985236030	138	103	0
1566400985237659	87	179	0
1566400985239824	87	179	0
1566400985239875	124	121	1
1566400985241880	87	179	0
1566400985243743	87	179	1
1566400985244555	124	152	1
1566400985245236	148	132	1
1566400985246757	166	77	1
1566400985248900	87	179	0
1566400985249931	150	115	1
1566400985250172	46	134	1
1566400985250647	166	77	0
1566400985250767	176	116	1
1566400985251031	87	179	1
1566400985251609	176	4	0
1566400985251934	124	121	0
1566400985252276	137	58	0
1566400985252296	52	102	0
1566400985252914	100	13	0
1566400985252941	93	80	1
1566400985253060	138	37	1
1566400985253443	94	81	0
1566400985253625	140	160	0
1566400985253658	87	179	1
1566400985254766	167	70	0
1566400985254812	136	58	0
1566400985255011	104	116	0
1566400985255128	110	124	0
1566400985255476	87	179	1
1566400985255827	204	110	0
1566400985255950	124	121	0
1566400985256187	94	81	1
1566400985256275	110	70	0
1566400985256403	119	83	0
1566400985256600	136	56	1
1566400985257051	138	38	0
1566400985257657	118	58	0
1566400985258078	93	81	0
1566400985258158	74	16	0
1566400985258287	92	113	0
1566400985258313	176	116	1
1566400985258556	52	102	1
1566400985258819	86	87	0
1566400985259485	90	102	0
1566400985259497	124	121	1
1566400985259592	93	80	0
1566400985260119	116	157	0
1566400985260225	137	58	1
1566400985260299	118	85	0
1566400985260435	119	87	0
1566400985260496	87	179	0
1566400985260641	138	37	0
1566400985260723	188	63	0
1566400985260809	110	87	0
1566400985260843	148	140	0
1566400985260999	92	108	0
1566400985261007	198	80	0
1566400985261020	196	117	0
1566400985261125	144	143	0
1566400985261164	92	106	0
1566400985261190	200	116	0
1566400985261575	100	138	0
1566400985261743	124	121	0
1566400985261950	200	91	0
1566400985262005	197	75	0
1566400985262235	136	56	0
1566400985262259	136	58	1
1566400985262316	110	70	1
1566400985262331	158	146	0
1566400985262422	76	72	0
1566400985262654	174	135	0
1566400985262655	114	101	0
1566400985262709	87	179	0
1566400985262745	52	102	1
1566400985262816	51	8	1
1566400985263052	110	103	0
1566400985263293	73	84	0
1566400985263329	100	118	0
1566400985263359	93	80	1
1566400985263439	61	19	1
1566400985263569	182	136	0
1566400985263681	94	80	0
1566400985263771	106	139	0
1566400985263774	48	68	1
1566400985263833	174	140	0
1566400985263860	102	121	0
1566400985263970	116	109	0
1566400985264010	200	80	0
1566400985264023	176	137	0
1566400985264044	112	129	0
1566400985264092	177	137	0
1566400985264102	116	81	0
1566400985264133	166	142	0
1566400985264141	91	107	0
1566400985264144	109	69	0
1566400985264175	137	57	0
1566400985264186	128	114	0
1566400985264239	202	94	0
1566400985264270	138	37	1
1566400985264271	202	115	0
1566400985264310	167	142	0
1566400985264365	180	135	0
1566400985264400	29	105	0
1566400985264406	3	43	1
1566400985264429	112	112	0
1566400985264460	125	145	0
1566400985264467	119	63	0
1566400985264534	184	127	0
1566400985264651	191	63	0
1566400985264654	92	102	0
1566400985264702	137	56	0
1566400985264723	131	147	0
1566400985264728	100	115	0
1566400985264742	100	98	0
1566400985264770	111	87	0
1566400985264810	149	147	0
1566400985264817	184	132	0
1566400985264834	162	52	1
1566400985264840	87	179	0
1566400985264895	95	96	0
1566400985264922	110	124	1
1566400985264961	157	145	0
1566400985264983	116	67	0
1566400985264991	72	84	1
1566400985265038	172	145	0
1566400985265052	180	138	0
1566400985265076	168	139	0
1566400985265166	191	65	0
1566400985265167	169	142	0
1566400985265176	101	120	0
1566400985265207	42	0	0
1566400985265214	78	37	0
1566400985265254	174	142	0
1566400985265302	194	121	0
1566400985265432	136	57	1
1566400985265495	192	130	0
1566400985265515	168	147	0
1566400985265539	188	122	0
1566400985265551	91	90	0
1566400985265578	3	42	0
1566400985265589	157	146	0
1566400985265647	90	101	0
1566400985265663	153	147	0
1566400985265686	170	59	0
1566400985265695	41	22	0
1566400985265722	196	77	0
1566400985265732	186	134	0
1566400985265736	98	101	0
1566400985265737	101	142	0
1566400985265767	52	101	0
1566400985265774	94	102	0
1566400985265800	166	143	0
1566400985265809	88	102	0
1566400985265873	186	128	0
1566400985265894	192	126	0
1566400985265900	183	129	0
1566400985266004	106	107	0
1566400985266044	169	146	0
1566400985266048	176	116	1
1566400985266072	164	143	0
1566400985266144	51	7	0
1566400985266151	178	139	0
1566400985266233	154	150	0
1566400985266247	93	102	0
1566400985266262	94	122	0
1566400985266263	167	139	0
1566400985266294	96	97	0
1566400985266313	146	148	0
1566400985266327	176	139	0
1566400985266336	112	127	0
1566400985266347	132	143	0
1566400985266351	192	128	0
1566400985266351	176	136	0
1566400985266401	176	143	0
1566400985266406	168	144	0
1566400985266415	169	143	0
1566400985266425	162	138	0
1566400985266537	60	80	0
1566400985266538	188	130	0
1566400985266560	193	126	0
1566400985266567	87	179	1
1566400985266600	116	62	0
1566400985266614	171	144	0
1566400985266637	140	149	0
1566400985266668	124	56	0
1566400985266686	152	148	0
1566400985266711	186	136	0
1566400985266718	155	149	0
1566400985266738	172	149	0
1566400985266752	154	147	0
1566400985266764	30	105	0
1566400985266774	160	144	0
1566400985266788	110	69	0
1566400985266794	194	107	0
1566400985266844	79	67	1
1566400985266870	174	139	0
1566400985266871	189	53	0
1566400985266888	162	150	0
1566400985266891	171	141	0
1566400985266892	182	139	0
1566400985266903	129	143	0
1566400985266926	144	147	0
1566400985266950	198	120	0
1566400985266951	172	139	0
1566400985266983	180	139	0
1566400985266984	190	129	0
1566400985267002	172	138	0
1566400985267009	177	141	0
1566400985267009	204	107	0
1566400985267052	116	140	0
1566400985267069	177	135	1
1566400985267083	183	135	0
1566400985267087	154	144	0
1566400985267094	185	132	0
1566400985267111	178	135	0
1566400985267112	170	138	0
1566400985267114	168	148	0
1566400985267114	170	136	0
1566400985267121	188	111	0
1566400985267126	160	147	0
1566400985267147	125	142	0
1566400985267147	170	143	0
1566400985267148	94	104	0
1566400985267156	171	145	0
1566400985267168	102	65	0
1566400985267181	94	96	0
1566400985267216	188	124	0
1566400985267225	185	129	0
1566400985267249	182	131	0
1566400985267269	105	111	0
1566400985267277	194	108	0
1566400985267296	174	137	0
1566400985267298	159	145	0
1566400985267299	182	130	0
1566400985267311	170	141	0
1566400985267322	180	132	0
1566400985267341	185	126	0
1566400985267351	180	131	0
1566400985267358	104	90	0
1566400985267363	180	140	0
1566400985267401	196	123	0
1566400985267406	155	144	0
1566400985267415	186	131	0
1566400985267426	164	141	0
1566400985267447	178	136	0
1566400985267448	165	142	0
1566400985267460	159	140	0
1566400985267474	120	97	0
1566400985267492	181	139	0
1566400985267499	166	145	0
1566400985267529	171	139	0
1566400985267552	110	136	0
1566400985267555	164	149	0
1566400985267562	161	148	0
1566400985267569	101	124	0
1566400985267581	151	146	0
1566400985267590	112	77	0
1566400985267602	172	140	0
1566400985267615	100	116	0
1566400985267615	159	146	0
1566400985267630	166	141	0
1566400985267632	151	147	0
1566400985267652	156	143	0
1566400985267664	189	127	0
1566400985267665	191	126	0
1566400985267669	180	134	0
1566400985267675	92	82	0
1566400985267689	156	146	0
1566400985267702	160	146	0
1566400985267713	98	76	0
1566400985267719	167	141	0
1566400985267728	156	144	0
1566400985267739	98	113	0
1566400985267740	102	108	0
1566400985267745	162	143	0
1566400985267745	196	118	0
1566400985267760	108	82	0
1566400985267773	110	76	0
1566400985267775	174	146	0
1566400985267783	118	142	0
1566400985267787	187	124	0
1566400985267801	170	137	0
1566400985267802	175	134	0
1566400985267805	95	113	0
1566400985267810	136	55	0
1566400985267815	192	65	0
1566400985267816	86	99	0
1566400985267823	161	141	0
1566400985267832	190	120	0
1566400985267833	101	64	0
1566400985267839	96	119	0
1566400985267839	176	145	0
1566400985267844	126	60	0
1566400985267854	124	134	0
1566400985267860	92	107	0
1566400985267867	170	134	0
1566400985267867	194	73	0
1566400985267874	190	116	0
1566400985267908	94	108	0
1566400985267908	173	143	0
1566400985267908	183	128	0
1566400985267917	96	120	0
1566400985267918	158	137	0
1566400985267918	143	149	0
1566400985267918	200	86	0
1566400985267929	93	119	0
1566400985267930	179	139	0
1566400985267955	145	147	0
1566400985267957	158	142	0
1566400985267975	168	142	0
1566400985267986	164	150	0
1566400985267990	161	140	0
1566400985267995	192	103	0
1566400985268002	192	120	0
1566400985268007	174	144	0
1566400985268012	198	118	0
1566400985268019	165	150	0
1566400985268020	102	93	0
1566400985268020	169	139	0
1566400985268025	198	117	0
1566400985268040	187	123	0
1566400985268041	177	138	0
1566400985268041	96	110	0
1566400985268048	192	106	0
1566400985268060	119	141	0
1566400985268062	176	140	0
1566400985268065	107	87	0
1566400985268065	197	119	0
1566400985268077	86	102	0
1566400985268117	174	141	0
1566400985268118	98	102	0
1566400985268136	96	93	0
1566400985268153	204	112	0
1566400985268156	182	137	0
1566400985268166	157	143	0
1566400985268166	189	128	0
1566400985268172	164	140	0
1566400985268178	106	116	0
1566400985268178	169	148	0
1566400985268179	174	136	0
1566400985268185	206	111	0
1566400985268185	152	142	0
1566400985268192	158	144	0
1566400985268207	161	145	0
1566400985268218	152	146	0
1566400985268219	167	150	0
1566400985268236	128	145	0
1566400985268249	99	108	0
1566400985268250	138	37	0
1566400985268272	184	130	0
1566400985268309	97	112	0
1566400985268309	104	130	0
1566400985268324	154	152	0
1566400985268324	183	131	0
1566400985268329	194	120	0
1566400985268352	136	148	0
1566400985268379	134	146	0
1566400985268384	87	179	1
1566400985268385	109	101	0
1566400985268393	189	131	0
1566400985268399	166	140	0
1566400985268399	150	146	0
1566400985268400	184	129	0
1566400985268400	100	112	0
1566400985268401	117	142	0
1566400985268408	202	114	0
1566400985268409	175	141	0
1566400985268410	128	144	0
1566400985268422	102	117	0
1566400985268428	194	118	0
1566400985268431	133	145	0
1566400985268434	158	140	0
1566400985268436	159	144	0
1566400985268452	95	106	0
1566400985268452	172	141	0
1566400985268453	204	100	0
1566400985268469	157	28	1
1566400985268499	159	142	0
1566400985268515	152	143	0
1566400985268520	97	113	0
1566400985268543	172	142	0
1566400985268550	175	138	0
1566400985268555	182	128	0
1566400985268556	167	144	0
1566400985268569	184	126	0
1566400985268571	190	130	0
1566400985268573	170	142	0
1566400985268574	93	80	0
1566400985268582	144	112	0
1566400985268589	176	138	0
1566400985268607	158	141	0
1566400985268607	137	91	0
1566400985268608	100	109	0
1566400985268628	189	129	0
1566400985268636	154	148	0
1566400985268648	173	140	0
1566400985268662	101	141	0
1566400985268663	181	134	0
1566400985268670	196	120	0
1566400985268670	102	102	0
1566400985268671	152	145	0
1566400985268694	181	129	0
1566400985268710	167	137	0
1566400985268710	182	135	0
1566400985268733	92	111	0
1566400985268734	161	146	0
1566400985268734	173	142	0
1566400985268735	90	107	0
1566400985268739	164	132	0
1566400985268740	187	121	0
1566400985268740	94	99	0
1566400985268748	167	143	0
1566400985268775	188	114	0
1566400985268785	195	117	0
1566400985268785	153	149	0
1566400985268806	150	143	0
1566400985268806	93	112	0
1566400985268812	87	94	0
1566400985268819	96	102	0
1566400985268842	128	97	0
1566400985268851	96	125	0
1566400985268852	162	149	0
1566400985268855	115	135	0
1566400985268863	181	133	0
1566400985268864	148	148	0
1566400985268865	102	124	0
1566400985268865	163	142	0
1566400985268872	186	126	0
1566400985268879	186	121	0
1566400985268881	107	91	0
1566400985268886	178	141	0
1566400985268887	170	139	0
1566400985268899	205	109	0
1566400985268899	199	116	0
1566400985268910	169	130	0
1566400985268914	183	137	0
1566400985268919	90	113	0
1566400985268926	171	140	0
1566400985268930	196	122	0
1566400985268933	111	130	0
1566400985268933	183	126	0
1566400985268947	136	56	0
1566400985268947	3	43	0
1566400985268952	102	113	0
1566400985268952	169	151	0
1566400985268961	92	100	0
1566400985268961	190	128	0
1566400985268962	109	54	0
1566400985268970	155	142	0
1566400985268971	150	149	0
1566400985268993	98	107	0
