1566401001975764	87	179	1
1566401001980446	93	33	1
1566401001980916	191	99	1
1566401001983323	87	179	0
1566401001984640	239	2	1
1566401001984839	87	179	1
1566401001986623	159	13	1
1566401001986631	162	79	0
1566401001986847	239	2	1
1566401001987934	191	99	1
1566401001988066	146	97	1
1566401001989898	132	103	1
1566401001990195	87	179	0
1566401001992735	138	103	0
1566401001993438	136	97	0
1566401001994884	176	116	1
1566401001995906	87	179	0
1566401001996957	146	97	0
1566401001997166	220	137	0
1566401001997840	87	179	0
1566401001999219	176	116	1
1566401001999734	162	110	0
1566401002001311	168	26	0
1566401002002119	87	179	1
1566401002002772	176	116	1
1566401002004496	87	179	0
1566401002007343	87	179	0
1566401002007982	154	59	1
1566401002009434	87	179	1
1566401002009749	154	59	0
1566401002010950	140	160	0
1566401002011351	87	179	1
1566401002011642	124	121	1
1566401002013116	168	26	1
1566401002013927	208	155	0
1566401002015867	124	121	0
1566401002016483	156	149	1
1566401002017267	216	80	0
1566401002018941	191	99	1
1566401002020266	239	2	0
1566401002021165	153	7	1
1566401002023004	176	116	1
1566401002023823	191	99	1
1566401002026676	87	179	1
1566401002027810	212	107	0
1566401002028445	239	2	0
1566401002029159	87	179	0
1566401002029354	237	44	0
1566401002030710	191	99	1
1566401002031528	124	121	1
1566401002031821	87	179	1
1566401002031829	239	2	1
1566401002032078	150	40	0
1566401002033065	87	179	1
1566401002033118	191	99	1
1566401002033849	239	2	1
1566401002035317	87	179	0
1566401002037583	87	179	0
1566401002038686	110	61	1
1566401002039409	87	179	1
1566401002041090	210	143	1
1566401002041622	239	2	0
1566401002042381	150	29	0
1566401002042391	87	179	0
1566401002043378	239	2	1
1566401002043787	210	143	0
1566401002043798	87	179	1
1566401002045188	87	179	1
1566401002045854	239	2	0
1566401002046007	164	21	0
1566401002046399	170	85	1
1566401002050186	191	99	1
1566401002051097	87	179	0
1566401002051808	176	0	0
1566401002053979	109	69	0
1566401002054006	136	58	0
1566401002054329	148	29	0
1566401002054329	87	179	0
1566401002054379	92	108	0
1566401002054564	137	66	0
1566401002054681	108	69	0
1566401002054899	2	52	0
1566401002055078	121	9	1
1566401002055738	87	179	1
1566401002056158	239	2	0
1566401002056174	72	84	1
1566401002057147	87	179	1
1566401002057563	121	9	1
1566401002058262	239	2	1
1566401002058447	87	179	1
1566401002059186	121	9	1
1566401002059299	124	121	0
1566401002059818	128	100	0
1566401002059952	87	179	1
1566401002060587	102	121	0
1566401002060672	93	92	0
1566401002061053	239	2	1
1566401002061169	135	146	0
